Airport,Date,Hour,Temp,WindChill,Humd,Pressure,Visib,WindSpeed,WindDir,Precipitation,Events,Conditions
K3A6,2016-2-1,12:51 AM,47.0,43.0,42.0,28.94,10.0,8.0,NW,0.0,N/A,Cloudy
K3A6,2016-2-1,1:51 AM,47.0,44.0,44.0,28.94,10.0,7.0,NW,0.0,N/A,Cloudy
K3A6,2016-2-1,2:51 AM,47.0,43.0,44.0,28.95,10.0,9.0,WNW,0.0,N/A,Cloudy
K3A6,2016-2-1,3:51 AM,46.0,46.0,50.0,28.97,10.0,3.0,WNW,0.0,N/A,Partly Cloudy
K3A6,2016-2-1,4:51 AM,43.0,43.0,58.0,28.99,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-1,5:51 AM,41.0,41.0,65.0,29.03,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-1,6:51 AM,39.0,35.0,73.0,29.07,10.0,6.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-1,7:51 AM,46.0,40.0,42.0,29.11,10.0,13.0,NNW,0.0,N/A,Fair
K3A6,2016-2-1,8:51 AM,47.0,40.0,41.0,29.14,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-1,9:51 AM,49.0,44.0,36.0,29.17,10.0,14.0,NNW,0.0,N/A,Fair
K3A6,2016-2-1,10:51 AM,51.0,51.0,32.0,29.17,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-1,11:51 AM,52.0,52.0,32.0,29.18,10.0,24.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-1,12:51 PM,53.0,53.0,32.0,29.19,10.0,25.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-1,1:51 PM,52.0,52.0,32.0,29.17,10.0,31.0,N,0.0,N/A,Partly Cloudy / Windy
K3A6,2016-2-1,2:51 PM,53.0,53.0,29.0,29.19,10.0,26.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-1,3:51 PM,52.0,52.0,30.0,29.22,10.0,28.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-1,4:51 PM,50.0,50.0,36.0,29.24,10.0,26.0,N,0.0,N/A,Partly Cloudy / Windy
K3A6,2016-2-1,5:51 PM,49.0,42.0,38.0,29.28,10.0,22.0,N,0.0,N/A,Partly Cloudy / Windy
K3A6,2016-2-1,6:51 PM,48.0,43.0,37.0,29.26,10.0,12.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-1,7:51 PM,49.0,44.0,31.0,29.3,10.0,14.0,NNW,0.0,N/A,Cloudy
K3A6,2016-2-1,8:51 PM,47.0,45.0,39.0,29.29,10.0,5.0,VAR,0.0,N/A,Partly Cloudy
K3A6,2016-2-1,9:51 PM,46.0,46.0,39.0,29.31,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-1,10:51 PM,47.0,43.0,37.0,29.32,10.0,8.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-1,11:51 PM,46.0,42.0,37.0,29.32,10.0,7.0,NW,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,12:51 AM,46.0,42.0,35.0,29.33,10.0,8.0,WNW,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,1:51 AM,44.0,44.0,40.0,29.33,10.0,3.0,VAR,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,2:51 AM,44.0,40.0,43.0,29.32,10.0,7.0,NNE,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,3:51 AM,44.0,41.0,40.0,29.29,10.0,6.0,VAR,0.0,N/A,Fair
K3A6,2016-2-2,4:51 AM,42.0,39.0,43.0,29.3,10.0,5.0,WSW,0.0,N/A,Fair
K3A6,2016-2-2,5:51 AM,46.0,41.0,35.0,29.31,10.0,10.0,N,0.0,N/A,Fair
K3A6,2016-2-2,6:51 AM,41.0,41.0,49.0,29.34,10.0,3.0,NW,0.0,N/A,Fair
K3A6,2016-2-2,7:51 AM,44.0,44.0,45.0,29.35,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-2,8:51 AM,48.0,48.0,39.0,29.36,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-2,9:51 AM,53.0,53.0,30.0,29.36,10.0,3.0,WNW,0.0,N/A,Fair
K3A6,2016-2-2,10:51 AM,57.0,57.0,26.0,29.34,10.0,3.0,VAR,0.0,N/A,Fair
K3A6,2016-2-2,11:51 AM,59.0,59.0,17.0,29.31,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-2,12:51 PM,59.0,59.0,16.0,29.29,10.0,0.0,CALM,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,1:51 PM,61.0,61.0,23.0,29.27,10.0,7.0,VAR,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,2:51 PM,61.0,61.0,17.0,29.27,10.0,8.0,WNW,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,3:51 PM,59.0,59.0,29.0,29.27,10.0,0.0,CALM,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,4:51 PM,57.0,57.0,36.0,29.28,10.0,10.0,SSE,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,5:51 PM,56.0,56.0,40.0,29.31,10.0,5.0,VAR,0.0,N/A,Partly Cloudy
K3A6,2016-2-2,6:51 PM,53.0,53.0,61.0,29.32,10.0,5.0,WSW,0.0,N/A,Fair
K3A6,2016-2-2,7:51 PM,51.0,51.0,68.0,29.33,10.0,3.0,WSW,0.0,N/A,Fair
K3A6,2016-2-2,8:51 PM,49.0,49.0,59.0,29.34,10.0,3.0,N,0.0,N/A,Fair
K3A6,2016-2-2,9:51 PM,51.0,51.0,48.0,29.34,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-2,10:51 PM,50.0,50.0,50.0,29.35,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-2,11:51 PM,49.0,44.0,52.0,29.37,10.0,13.0,N,0.0,N/A,Fair
K3A6,2016-2-3,12:51 AM,49.0,44.0,48.0,29.36,10.0,14.0,N,0.0,N/A,Fair
K3A6,2016-2-3,1:51 AM,47.0,47.0,48.0,29.37,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-3,2:51 AM,44.0,42.0,53.0,29.37,10.0,5.0,N,0.0,N/A,Fair
K3A6,2016-2-3,3:51 AM,44.0,42.0,51.0,29.37,10.0,5.0,N,0.0,N/A,Fair
K3A6,2016-2-3,4:51 AM,44.0,40.0,51.0,29.39,10.0,7.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-3,5:51 AM,42.0,42.0,58.0,29.41,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-3,6:51 AM,41.0,41.0,65.0,29.43,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-3,7:51 AM,43.0,43.0,68.0,29.45,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-3,8:51 AM,52.0,52.0,40.0,29.47,10.0,7.0,N,0.0,N/A,Fair
K3A6,2016-2-3,9:51 AM,55.0,55.0,33.0,29.49,10.0,8.0,NNW,0.0,N/A,Fair
K3A6,2016-2-3,10:51 AM,57.0,57.0,28.0,29.48,10.0,8.0,NW,0.0,N/A,Fair
K3A6,2016-2-3,11:51 AM,59.0,59.0,25.0,29.46,10.0,3.0,VAR,0.0,N/A,Fair
K3A6,2016-2-3,12:51 PM,61.0,61.0,22.0,29.44,10.0,9.0,NW,0.0,N/A,Fair
K3A6,2016-2-3,1:51 PM,62.0,62.0,22.0,29.42,10.0,8.0,N,0.0,N/A,Fair
K3A6,2016-2-3,2:51 PM,62.0,62.0,23.0,29.4,10.0,3.0,VAR,0.0,N/A,Fair
K3A6,2016-2-3,3:51 PM,62.0,62.0,21.0,29.4,10.0,12.0,NNW,0.0,N/A,Fair
K3A6,2016-2-3,4:51 PM,61.0,61.0,21.0,29.4,10.0,10.0,NNW,0.0,N/A,Partly Cloudy
K3A6,2016-2-3,5:51 PM,57.0,57.0,25.0,29.42,10.0,12.0,N,0.0,N/A,Fair
K3A6,2016-2-3,6:51 PM,55.0,55.0,28.0,29.45,10.0,10.0,N,0.0,N/A,Fair
K3A6,2016-2-3,7:51 PM,54.0,54.0,26.0,29.47,10.0,9.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-3,8:51 PM,52.0,52.0,30.0,29.48,10.0,7.0,N,0.0,N/A,Fair
K3A6,2016-2-3,9:51 PM,53.0,53.0,26.0,29.48,10.0,5.0,WNW,0.0,N/A,Fair
K3A6,2016-2-3,10:51 PM,48.0,48.0,37.0,29.49,10.0,0.0,CALM,0.0,N/A,Partly Cloudy
K3A6,2016-2-3,11:51 PM,46.0,46.0,42.0,29.48,10.0,0.0,CALM,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,12:51 AM,47.0,47.0,41.0,29.48,10.0,0.0,CALM,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,1:51 AM,44.0,44.0,49.0,29.47,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-4,2:51 AM,44.0,44.0,47.0,29.46,10.0,0.0,CALM,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,3:51 AM,43.0,43.0,49.0,29.45,10.0,0.0,CALM,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,4:51 AM,42.0,42.0,51.0,29.45,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-4,5:51 AM,41.0,41.0,55.0,29.45,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-4,6:51 AM,41.0,41.0,51.0,29.45,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-4,7:51 AM,51.0,51.0,28.0,29.46,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-4,8:9 AM,52.0,52.0,26.0,29.45,10.0,12.0,NNW,0.0,N/A,Fair
K3A6,2016-2-4,8:51 AM,55.0,55.0,23.0,29.46,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-4,9:51 AM,58.0,58.0,19.0,29.46,10.0,18.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,10:51 AM,62.0,62.0,18.0,29.44,10.0,15.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,11:51 AM,65.0,65.0,18.0,29.41,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-4,12:51 PM,66.0,66.0,20.0,29.39,10.0,14.0,N,0.0,N/A,Fair
K3A6,2016-2-4,1:51 PM,67.0,67.0,18.0,29.37,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-4,2:51 PM,67.0,67.0,18.0,29.36,10.0,15.0,NNW,0.0,N/A,Fair
K3A6,2016-2-4,3:51 PM,66.0,66.0,19.0,29.35,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-4,4:51 PM,64.0,64.0,19.0,29.35,10.0,18.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,5:51 PM,61.0,61.0,21.0,29.36,10.0,20.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-4,6:51 PM,60.0,60.0,21.0,29.37,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-4,7:51 PM,59.0,59.0,21.0,29.37,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-4,8:51 PM,59.0,59.0,20.0,29.39,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-4,9:51 PM,59.0,59.0,20.0,29.39,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-4,10:51 PM,59.0,59.0,20.0,29.4,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-4,11:51 PM,59.0,59.0,20.0,29.4,10.0,14.0,N,0.0,N/A,Fair
K3A6,2016-2-5,12:51 AM,59.0,59.0,20.0,29.4,10.0,14.0,N,0.0,N/A,Fair
K3A6,2016-2-5,1:51 AM,59.0,59.0,20.0,29.39,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-5,2:51 AM,58.0,58.0,22.0,29.39,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-5,3:51 AM,59.0,59.0,21.0,29.4,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-5,4:51 AM,58.0,58.0,23.0,29.41,10.0,13.0,N,0.0,N/A,Fair
K3A6,2016-2-5,5:51 AM,57.0,57.0,25.0,29.42,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-5,6:51 AM,56.0,56.0,26.0,29.44,10.0,12.0,N,0.0,N/A,Fair
K3A6,2016-2-5,7:51 AM,58.0,58.0,25.0,29.46,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-5,8:51 AM,62.0,62.0,21.0,29.47,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-5,9:51 AM,66.0,66.0,18.0,29.47,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-5,10:51 AM,68.0,68.0,17.0,29.46,10.0,17.0,NNW,0.0,N/A,Fair
K3A6,2016-2-5,11:51 AM,69.0,69.0,17.0,29.45,10.0,16.0,NNW,0.0,N/A,Fair
K3A6,2016-2-5,12:51 PM,71.0,71.0,17.0,29.42,10.0,13.0,NNW,0.0,N/A,Fair
K3A6,2016-2-5,1:51 PM,72.0,72.0,14.0,29.4,10.0,16.0,NNW,0.0,N/A,Fair
K3A6,2016-2-5,2:51 PM,72.0,72.0,15.0,29.38,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-5,3:51 PM,71.0,71.0,15.0,29.38,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-5,4:51 PM,69.0,69.0,15.0,29.39,10.0,17.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-5,5:51 PM,66.0,66.0,17.0,29.4,10.0,14.0,N,0.0,N/A,Fair
K3A6,2016-2-5,6:51 PM,64.0,64.0,18.0,29.41,10.0,14.0,N,0.0,N/A,Fair
K3A6,2016-2-5,7:51 PM,63.0,63.0,19.0,29.41,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-5,8:51 PM,63.0,63.0,18.0,29.42,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-5,9:51 PM,62.0,62.0,20.0,29.42,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-5,10:51 PM,62.0,62.0,21.0,29.42,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-5,11:51 PM,61.0,61.0,21.0,29.42,10.0,21.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-6,12:51 AM,60.0,60.0,21.0,29.41,10.0,24.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-6,1:51 AM,59.0,59.0,22.0,29.41,10.0,22.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-6,2:51 AM,58.0,58.0,24.0,29.41,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-6,3:51 AM,59.0,59.0,23.0,29.4,10.0,23.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-6,4:51 AM,58.0,58.0,24.0,29.38,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-6,5:51 AM,59.0,59.0,23.0,29.38,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-6,6:51 AM,58.0,58.0,25.0,29.39,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-6,7:51 AM,60.0,60.0,24.0,29.4,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-6,8:51 AM,63.0,63.0,22.0,29.41,10.0,20.0,N,0.0,N/A,Fair
K3A6,2016-2-6,9:51 AM,66.0,66.0,20.0,29.41,10.0,20.0,N,0.0,N/A,Fair
K3A6,2016-2-6,10:51 AM,70.0,70.0,18.0,29.4,10.0,20.0,N,0.0,N/A,Fair
K3A6,2016-2-6,11:51 AM,72.0,72.0,17.0,29.37,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-6,12:51 PM,74.0,74.0,16.0,29.34,10.0,20.0,N,0.0,N/A,Fair
K3A6,2016-2-6,1:51 PM,74.0,74.0,18.0,29.31,10.0,20.0,N,0.0,N/A,Fair
K3A6,2016-2-6,2:51 PM,76.0,76.0,13.0,29.29,10.0,13.0,NNW,0.0,N/A,Fair
K3A6,2016-2-6,3:51 PM,74.0,74.0,12.0,29.28,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-6,4:51 PM,72.0,72.0,13.0,29.29,10.0,17.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-6,5:51 PM,69.0,69.0,15.0,29.3,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-6,6:51 PM,67.0,67.0,17.0,29.3,10.0,22.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-6,7:51 PM,66.0,66.0,17.0,29.32,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-6,8:51 PM,66.0,66.0,17.0,29.32,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-6,9:51 PM,65.0,65.0,18.0,29.32,10.0,20.0,N,0.0,N/A,Fair
K3A6,2016-2-6,10:51 PM,65.0,65.0,18.0,29.31,10.0,24.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-6,11:51 PM,64.0,64.0,18.0,29.31,10.0,22.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-7,12:51 AM,64.0,64.0,17.0,29.3,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-7,1:51 AM,64.0,64.0,17.0,29.3,10.0,21.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-7,2:51 AM,64.0,64.0,18.0,29.3,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-7,3:51 AM,63.0,63.0,19.0,29.28,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-7,4:51 AM,63.0,63.0,18.0,29.27,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-7,5:51 AM,64.0,64.0,17.0,29.27,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-7,6:51 AM,64.0,64.0,17.0,29.27,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-7,7:51 AM,67.0,67.0,17.0,29.28,10.0,21.0,N,0.0,N/A,Fair / Windy
K3A6,2016-2-7,8:51 AM,71.0,71.0,16.0,29.3,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-7,9:51 AM,78.0,78.0,13.0,29.3,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-7,10:5 AM,79.0,79.0,11.0,29.29,10.0,20.0,N,0.0,N/A,Fair
K3A6,2016-2-7,10:51 AM,81.0,81.0,11.0,29.28,10.0,16.0,N,0.0,N/A,Fair
K3A6,2016-2-7,11:51 AM,82.0,82.0,12.0,29.28,10.0,5.0,E,0.0,N/A,Fair
K3A6,2016-2-7,12:51 PM,82.0,82.0,9.0,29.25,10.0,22.0,NNE,0.0,N/A,Fair / Windy
K3A6,2016-2-7,1:51 PM,83.0,83.0,9.0,29.23,10.0,20.0,NNE,0.0,N/A,Fair
K3A6,2016-2-7,2:51 PM,83.0,83.0,8.0,29.23,10.0,17.0,NNE,0.0,N/A,Fair
K3A6,2016-2-7,3:51 PM,81.0,81.0,10.0,29.23,10.0,23.0,NNE,0.0,N/A,Fair / Windy
K3A6,2016-2-7,4:51 PM,78.0,78.0,10.0,29.24,10.0,16.0,NNE,0.0,N/A,Partly Cloudy
K3A6,2016-2-7,5:51 PM,76.0,76.0,10.0,29.25,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-7,6:51 PM,74.0,74.0,11.0,29.26,10.0,13.0,N,0.0,N/A,Fair
K3A6,2016-2-7,7:51 PM,74.0,74.0,12.0,29.27,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-7,8:51 PM,73.0,73.0,11.0,29.28,10.0,15.0,NNE,0.0,N/A,Fair
K3A6,2016-2-7,9:51 PM,71.0,71.0,13.0,29.29,10.0,9.0,N,0.0,N/A,Fair
K3A6,2016-2-7,10:51 PM,72.0,72.0,15.0,29.29,10.0,9.0,NNE,0.0,N/A,Fair
K3A6,2016-2-7,11:51 PM,72.0,72.0,15.0,29.29,10.0,9.0,NNE,0.0,N/A,Fair
K3A6,2016-2-8,12:51 AM,72.0,72.0,15.0,29.29,10.0,12.0,NNE,0.0,N/A,Fair
K3A6,2016-2-8,1:51 AM,71.0,71.0,15.0,29.29,10.0,10.0,N,0.0,N/A,Fair
K3A6,2016-2-8,2:51 AM,71.0,71.0,15.0,29.28,10.0,10.0,N,0.0,N/A,Fair
K3A6,2016-2-8,3:51 AM,71.0,71.0,15.0,29.27,10.0,12.0,N,0.0,N/A,Fair
K3A6,2016-2-8,4:51 AM,71.0,71.0,15.0,29.27,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-8,5:51 AM,71.0,71.0,15.0,29.27,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-8,6:51 AM,70.0,70.0,16.0,29.28,10.0,14.0,N,0.0,N/A,Fair
K3A6,2016-2-8,7:51 AM,73.0,73.0,15.0,29.29,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-8,8:51 AM,76.0,76.0,15.0,29.31,10.0,15.0,N,0.0,N/A,Fair
K3A6,2016-2-8,9:51 AM,79.0,79.0,13.0,29.31,10.0,14.0,NNE,0.0,N/A,Fair
K3A6,2016-2-8,10:51 AM,81.0,81.0,12.0,29.31,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-8,11:51 AM,83.0,83.0,11.0,29.29,10.0,17.0,NNE,0.0,N/A,Fair
K3A6,2016-2-8,12:51 PM,83.0,83.0,12.0,29.26,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-8,1:51 PM,84.0,84.0,12.0,29.25,10.0,17.0,N,0.0,N/A,Fair
K3A6,2016-2-8,2:51 PM,83.0,83.0,12.0,29.24,10.0,18.0,NNE,0.0,N/A,Fair
K3A6,2016-2-8,3:51 PM,82.0,82.0,11.0,29.24,10.0,17.0,NNE,0.0,N/A,Fair
K3A6,2016-2-8,4:51 PM,79.0,79.0,12.0,29.24,10.0,10.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-8,5:51 PM,77.0,77.0,11.0,29.25,10.0,12.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-8,6:51 PM,74.0,74.0,13.0,29.26,10.0,10.0,N,0.0,N/A,Fair
K3A6,2016-2-8,7:51 PM,72.0,72.0,15.0,29.27,10.0,12.0,N,0.0,N/A,Fair
K3A6,2016-2-8,8:51 PM,71.0,71.0,15.0,29.28,10.0,10.0,N,0.0,N/A,Fair
K3A6,2016-2-8,9:51 PM,68.0,68.0,17.0,29.29,10.0,3.0,WSW,0.0,N/A,Fair
K3A6,2016-2-8,10:51 PM,65.0,65.0,22.0,29.29,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-8,11:51 PM,63.0,63.0,24.0,29.29,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,12:51 AM,60.0,60.0,27.0,29.29,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,1:51 AM,58.0,58.0,31.0,29.28,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,2:51 AM,55.0,55.0,37.0,29.28,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,3:51 AM,58.0,58.0,32.0,29.28,10.0,3.0,W,0.0,N/A,Fair
K3A6,2016-2-9,4:51 AM,58.0,58.0,32.0,29.27,10.0,5.0,W,0.0,N/A,Fair
K3A6,2016-2-9,5:51 AM,55.0,55.0,37.0,29.29,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,6:51 AM,55.0,55.0,38.0,29.31,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,7:51 AM,60.0,60.0,36.0,29.32,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,8:51 AM,69.0,69.0,25.0,29.34,10.0,5.0,W,0.0,N/A,Fair
K3A6,2016-2-9,9:51 AM,77.0,77.0,18.0,29.33,10.0,5.0,W,0.0,N/A,Fair
K3A6,2016-2-9,10:37 AM,82.0,82.0,14.0,29.32,10.0,12.0,N,0.0,N/A,Fair
K3A6,2016-2-9,10:51 AM,82.0,82.0,13.0,29.32,10.0,6.0,NNW,0.0,N/A,Fair
K3A6,2016-2-9,11:51 AM,84.0,84.0,12.0,29.29,10.0,5.0,N,0.0,N/A,Fair
K3A6,2016-2-9,12:51 PM,86.0,86.0,11.0,29.25,10.0,5.0,N,0.0,N/A,Fair
K3A6,2016-2-9,1:51 PM,86.0,86.0,12.0,29.22,10.0,13.0,N,0.0,N/A,Fair
K3A6,2016-2-9,2:51 PM,85.0,85.0,12.0,29.22,10.0,13.0,NNW,0.0,N/A,Fair
K3A6,2016-2-9,3:51 PM,84.0,84.0,13.0,29.23,10.0,18.0,N,0.0,N/A,Fair
K3A6,2016-2-9,4:51 PM,81.0,81.0,13.0,29.22,10.0,15.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-9,5:51 PM,77.0,77.0,15.0,29.22,10.0,12.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-9,6:51 PM,73.0,73.0,17.0,29.23,10.0,7.0,N,0.0,N/A,Partly Cloudy
K3A6,2016-2-9,7:51 PM,73.0,73.0,17.0,29.26,10.0,3.0,WNW,0.0,N/A,Fair
K3A6,2016-2-9,8:51 PM,70.0,70.0,20.0,29.27,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,9:51 PM,65.0,65.0,27.0,29.26,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-9,10:51 PM,63.0,63.0,30.0,29.28,10.0,3.0,NNW,0.0,N/A,Fair
K3A6,2016-2-9,11:51 PM,62.0,62.0,30.0,29.28,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,12:51 AM,60.0,60.0,32.0,29.29,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,1:51 AM,57.0,57.0,37.0,29.28,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,2:51 AM,59.0,59.0,32.0,29.28,10.0,6.0,WNW,0.0,N/A,Fair
K3A6,2016-2-10,3:51 AM,54.0,54.0,41.0,29.27,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,4:51 AM,54.0,54.0,41.0,29.28,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,5:51 AM,52.0,52.0,47.0,29.29,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,6:51 AM,53.0,53.0,43.0,29.29,10.0,3.0,WNW,0.0,N/A,Fair
K3A6,2016-2-10,7:51 AM,55.0,55.0,43.0,29.3,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,8:51 AM,63.0,63.0,35.0,29.32,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,9:51 AM,73.0,73.0,21.0,29.32,10.0,3.0,WSW,0.0,N/A,Fair
K3A6,2016-2-10,10:51 AM,81.0,81.0,15.0,29.32,10.0,12.0,N,0.0,N/A,Fair
K3A6,2016-2-10,11:51 AM,84.0,84.0,13.0,29.29,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,12:51 PM,86.0,86.0,12.0,29.25,10.0,3.0,E,0.0,N/A,Fair
K3A6,2016-2-10,1:51 PM,86.0,86.0,12.0,29.23,10.0,3.0,VAR,0.0,N/A,Fair
K3A6,2016-2-10,2:51 PM,86.0,86.0,11.0,29.21,10.0,0.0,CALM,0.0,N/A,Fair
K3A6,2016-2-10,3:51 PM,83.0,83.0,18.0,29.21,10.0,12.0,S,0.0,N/A,Fair
K3A6,2016-2-10,4:51 PM,79.0,79.0,20.0,29.22,10.0,7.0,S,0.0,N/A,Fair
